"sid","assign","id","content","session_id","question_id","survey_id"
"SM32dcb2997eae4863aba8b9a48e70c6d3","Lab 1a",66,"5","SM5d560a666cb9a26060e57bf4453db78d",4,"SM32dcb2997eae4863aba8b9a48e70c6d3"
"SM32dcb2997eae4863aba8b9a48e70c6d3","Lab 1a",67,"5","SMeb611a14466b4ba7724a688d97c7a9b3",5,"SM32dcb2997eae4863aba8b9a48e70c6d3"
"SMe2d29fecfdcc46ed90505b5c15e17b9e","Lab 1a",68,"4","SM1743007c0026e91467bb80b415b807dd",1,"SMe2d29fecfdcc46ed90505b5c15e17b9e"
"SMbbce1291fdd140cc9b236fc2fa1e53b5","Lab 1a",69,"2","SM9d33c41b0087429ddb1a4997824b7794",1,"SMbbce1291fdd140cc9b236fc2fa1e53b5"
"SMbbce1291fdd140cc9b236fc2fa1e53b5","Lab 1a",70,"3","SM7dc1f871a2d059a7171fe4420867ca17",2,"SMbbce1291fdd140cc9b236fc2fa1e53b5"
"SMbbce1291fdd140cc9b236fc2fa1e53b5","Lab 1a",71,"1","SM4521f0fcef80c5ea85b21bc4b84d14de",3,"SMbbce1291fdd140cc9b236fc2fa1e53b5"
"SMbbce1291fdd140cc9b236fc2fa1e53b5","Lab 1a",72,"4","SM2c3cfd33cbb62894d9c7a06a7fe0f688",4,"SMbbce1291fdd140cc9b236fc2fa1e53b5"
"SMbbce1291fdd140cc9b236fc2fa1e53b5","Lab 1a",73,"5","SMbf009027d44b55d6c9831fddfde79acb",5,"SMbbce1291fdd140cc9b236fc2fa1e53b5"
"SM117d670e0b4e4b80b21ebef2eab1f026","Lab 1a",74,"3","SMa36d1528b2274705f8f317bf4524e6fd",1,"SM117d670e0b4e4b80b21ebef2eab1f026"
"SM117d670e0b4e4b80b21ebef2eab1f026","Lab 1a",75,"5","SM2ddfb42b7e0cbe2a6e83bf57b84abe64",2,"SM117d670e0b4e4b80b21ebef2eab1f026"
"SM117d670e0b4e4b80b21ebef2eab1f026","Lab 1a",76,"1","SM70fb4e8376e750aea2140721bf79a5ef",3,"SM117d670e0b4e4b80b21ebef2eab1f026"
"SM117d670e0b4e4b80b21ebef2eab1f026","Lab 1a",77,"5","SM94a57e6f94a0d5001f51fda4fad50916",4,"SM117d670e0b4e4b80b21ebef2eab1f026"
"SM117d670e0b4e4b80b21ebef2eab1f026","Lab 1a",78,"5","SM41adb41e3b9c7757fbde8da8bb4b4dbe",5,"SM117d670e0b4e4b80b21ebef2eab1f026"
"SM9729990cf92f4806b5f892c55864e69f","Lab 1a",79,"4","SM53e106d38eacbb66ff647767b851ef02",1,"SM9729990cf92f4806b5f892c55864e69f"
"SM9729990cf92f4806b5f892c55864e69f","Lab 1a",80,"4","SM47c9c4118fd3c7003d80989b69ff79e7",2,"SM9729990cf92f4806b5f892c55864e69f"
"SM9729990cf92f4806b5f892c55864e69f","Lab 1a",81,"1","SMef1c90934128e245962b886c13a71b4e",3,"SM9729990cf92f4806b5f892c55864e69f"
"SM9729990cf92f4806b5f892c55864e69f","Lab 1a",82,"5","SMbf14987fa08848112bc3eec135b68278",4,"SM9729990cf92f4806b5f892c55864e69f"
"SM9729990cf92f4806b5f892c55864e69f","Lab 1a",83,"5","SMa10e8b65eba6275abf1040e92ff4b7b1",5,"SM9729990cf92f4806b5f892c55864e69f"
"SMde95c4de252f418e95c1f555226fd76d","Lab 1b",84,"3","SM428f6d14b40e4370fa9dc611524a4e10",1,"SMde95c4de252f418e95c1f555226fd76d"
"SMde95c4de252f418e95c1f555226fd76d","Lab 1b",85,"5","SMb01e29cdcf5e2f9739c7132915cac675",2,"SMde95c4de252f418e95c1f555226fd76d"
"SMde95c4de252f418e95c1f555226fd76d","Lab 1b",86,"2","SM52c369e69e84fe758d0a9e37f9e345ae",3,"SMde95c4de252f418e95c1f555226fd76d"
"SMde95c4de252f418e95c1f555226fd76d","Lab 1b",87,"5","SMe5b9bd139bbea8133831c00f6e67866f",4,"SMde95c4de252f418e95c1f555226fd76d"
"SMde95c4de252f418e95c1f555226fd76d","Lab 1b",88,"5","SMffa73ec291634bc697e07acfdf08bf45",5,"SMde95c4de252f418e95c1f555226fd76d"
"SM8b6566cdfd654eea8364c3ee477c9c47","Lab 1b",89,"2","SM2cfcb440504201ccd60c9b6df611504a",1,"SM8b6566cdfd654eea8364c3ee477c9c47"
"SM8b6566cdfd654eea8364c3ee477c9c47","Lab 1b",90,"4","SM74a65cfd7a924a7830499163e1947a1f",2,"SM8b6566cdfd654eea8364c3ee477c9c47"
"SM8b6566cdfd654eea8364c3ee477c9c47","Lab 1b",91,"1","SMa463c36ac0e678386234726699080ac7",3,"SM8b6566cdfd654eea8364c3ee477c9c47"
"SM8b6566cdfd654eea8364c3ee477c9c47","Lab 1b",92,"5","SM3f61ca6c4a412623b596600ebccdc75a",4,"SM8b6566cdfd654eea8364c3ee477c9c47"
"SM8b6566cdfd654eea8364c3ee477c9c47","Lab 1b",93,"5","SM8769bcf0c04543bc536d1ef9762da9ba",5,"SM8b6566cdfd654eea8364c3ee477c9c47"
"SM92097998909e49208c4631788efcc4a2","Lab 1b",94,"3","SMabb6d18f62781a938868287f320bc98c",1,"SM92097998909e49208c4631788efcc4a2"
"SM92097998909e49208c4631788efcc4a2","Lab 1b",95,"4","SM2a9b2d7c717f070ea8f41175d24e855b",2,"SM92097998909e49208c4631788efcc4a2"
"SM92097998909e49208c4631788efcc4a2","Lab 1b",96,"2","SM3ff07e4492d0cac214fb6021e8ef4ab9",3,"SM92097998909e49208c4631788efcc4a2"
"SM92097998909e49208c4631788efcc4a2","Lab 1b",97,"5","SMebf85d2b1c5aaee93157355ab547f304",4,"SM92097998909e49208c4631788efcc4a2"
"SM92097998909e49208c4631788efcc4a2","Lab 1b",98,"5","SM7d33e7b1545fc25d556ce562541049e6",5,"SM92097998909e49208c4631788efcc4a2"
"SM272a7e664c0845b2b7968110496f9987","Lab 2b",99,"1","SMe72e58cc6d203b079e9250cab32c85af",1,"SM272a7e664c0845b2b7968110496f9987"
"SM272a7e664c0845b2b7968110496f9987","Lab 2b",100,"2","SM4fa81e492f837e214c2055e7160daa71",2,"SM272a7e664c0845b2b7968110496f9987"
"SM272a7e664c0845b2b7968110496f9987","Lab 2b",101,"1","SMc0501ea6c5915460c03011d91ca0cdb1",3,"SM272a7e664c0845b2b7968110496f9987"
"SM272a7e664c0845b2b7968110496f9987","Lab 2b",102,"5","SM7a7af7b1df4f685ca01de57d58e39459",4,"SM272a7e664c0845b2b7968110496f9987"
"SM272a7e664c0845b2b7968110496f9987","Lab 2b",103,"5","SM9e31cb4e57d0519a81e089f4bfc9c947",5,"SM272a7e664c0845b2b7968110496f9987"
"SMfc269cfa5d8e41788fb1f00320cfd3f4","Intro to Python Homework",104,"3","SM8b3fd22f4c043df402dccf0b48befe1f",1,"SMfc269cfa5d8e41788fb1f00320cfd3f4"
"SMfc269cfa5d8e41788fb1f00320cfd3f4","Intro to Python Homework",105,"3","SMf904b2a400d87b159a63802a4a8dd62a",2,"SMfc269cfa5d8e41788fb1f00320cfd3f4"
"SMfc269cfa5d8e41788fb1f00320cfd3f4","Intro to Python Homework",106,"2","SM2549f95468b2fb179659efb6c045c3e4",3,"SMfc269cfa5d8e41788fb1f00320cfd3f4"
"SMfc269cfa5d8e41788fb1f00320cfd3f4","Intro to Python Homework",107,"4","SM72a9880705b3a132efedb49f9267be97",4,"SMfc269cfa5d8e41788fb1f00320cfd3f4"
"SMfc269cfa5d8e41788fb1f00320cfd3f4","Intro to Python Homework",108,"5","SM4ba2b88080f5f9d22cc7b893ae270367",5,"SMfc269cfa5d8e41788fb1f00320cfd3f4"
"SM9dea9aebdcd14f3bb0eee461530fbb51","Intro to Python Homework",109,"1","SM2542cd6e2d1b02e3d2d2f675bd13922d",1,"SM9dea9aebdcd14f3bb0eee461530fbb51"
"SM9dea9aebdcd14f3bb0eee461530fbb51","Intro to Python Homework",110,"4","SM577677c9da6c080fda443fb224db48dc",2,"SM9dea9aebdcd14f3bb0eee461530fbb51"
"SM9dea9aebdcd14f3bb0eee461530fbb51","Intro to Python Homework",111,"1","SM41a32c4392bd4e72f834d1097391eac5",3,"SM9dea9aebdcd14f3bb0eee461530fbb51"
"SM9dea9aebdcd14f3bb0eee461530fbb51","Intro to Python Homework",112,"4","SM78faf1afc61dea4a498d6505e3146a87",4,"SM9dea9aebdcd14f3bb0eee461530fbb51"
"SM9dea9aebdcd14f3bb0eee461530fbb51","Intro to Python Homework",113,"4","SM31c8736c1e2e017e5553c86e5e10d60c",5,"SM9dea9aebdcd14f3bb0eee461530fbb51"
"SMb31b98b0c3554244901a7de5f6c8191e","Lab 1a",114,"2","SM2ac9df812e5bc73a47c4dbd747e6b6c5",1,"SMb31b98b0c3554244901a7de5f6c8191e"
"SMb31b98b0c3554244901a7de5f6c8191e","Lab 1a",115,"5","SM6c5a84ef2c95b5e8bb2e5ab49078d854",2,"SMb31b98b0c3554244901a7de5f6c8191e"
"SMb31b98b0c3554244901a7de5f6c8191e","Lab 1a",116,"1","SM3a04613d26646d3d74283816bd664942",3,"SMb31b98b0c3554244901a7de5f6c8191e"
"SMb31b98b0c3554244901a7de5f6c8191e","Lab 1a",117,"5","SM88bd20b23f9978512908573de0ddcab8",4,"SMb31b98b0c3554244901a7de5f6c8191e"
"SMc749437e27a34e5ca196507b12811e12","Intro to Python Homework",119,"3","SM3e40a316062f3f4465695bc7fd453367",1,"SMc749437e27a34e5ca196507b12811e12"
"SMc749437e27a34e5ca196507b12811e12","Intro to Python Homework",120,"5","SMc947d1917720a723b90f87049bc6a7bd",2,"SMc749437e27a34e5ca196507b12811e12"
"SMc749437e27a34e5ca196507b12811e12","Intro to Python Homework",121,"2","SMd34acc90aade5c8967fd2fa2a80d530b",3,"SMc749437e27a34e5ca196507b12811e12"
"SMc749437e27a34e5ca196507b12811e12","Intro to Python Homework",122,"4","SM9a18387018e93a563debbca667e8f8b0",4,"SMc749437e27a34e5ca196507b12811e12"
"SM3483f68999bd49c0b984acdf21b010d5","Lab 1b",125,"5","SMfa05487ecac236e3b781e001ef5d839d",2,"SM3483f68999bd49c0b984acdf21b010d5"
"SMb31b98b0c3554244901a7de5f6c8191e","Lab 1a",118,"5","SM120ec4e0b59a43e5ef8e4595312d3723",5,"SMb31b98b0c3554244901a7de5f6c8191e"
"SMc749437e27a34e5ca196507b12811e12","Intro to Python Homework",123,"3","SM9a32462e534ccd2cdfeb89541564a70b",5,"SMc749437e27a34e5ca196507b12811e12"
"SM3483f68999bd49c0b984acdf21b010d5","Lab 1b",124,"2","SM6ded7b9306725ff305283c8da6194b49",1,"SM3483f68999bd49c0b984acdf21b010d5"
"SM3483f68999bd49c0b984acdf21b010d5","Lab 1b",126,"2","SMbc4f111d48145c100497191f57ba0f1c",3,"SM3483f68999bd49c0b984acdf21b010d5"
"SM3483f68999bd49c0b984acdf21b010d5","Lab 1b",127,"3","SM98fc9940dbf6c2a77991866a13281da3",4,"SM3483f68999bd49c0b984acdf21b010d5"
"SM3483f68999bd49c0b984acdf21b010d5","Lab 1b",128,"5","SMcffadb0986418dc4467bcd8ccbda0329",5,"SM3483f68999bd49c0b984acdf21b010d5"
"SM380ebf4f211a4cb88ed137faf9b22a9e","Intro to Python Homework",129,"3","SMad3bb18d658199a236ab92ff8f65903e",1,"SM380ebf4f211a4cb88ed137faf9b22a9e"
"SM380ebf4f211a4cb88ed137faf9b22a9e","Intro to Python Homework",130,"5","SM9e62f8fad3b48594fdc55526f7646511",2,"SM380ebf4f211a4cb88ed137faf9b22a9e"
"SM380ebf4f211a4cb88ed137faf9b22a9e","Intro to Python Homework",131,"1","SMbf5335aaa2b479e7ec5e388cfd3d79dd",3,"SM380ebf4f211a4cb88ed137faf9b22a9e"
"SM380ebf4f211a4cb88ed137faf9b22a9e","Intro to Python Homework",132,"5","SM90e6fef927af60bcc87faa7214124170",4,"SM380ebf4f211a4cb88ed137faf9b22a9e"
"SM380ebf4f211a4cb88ed137faf9b22a9e","Intro to Python Homework",133,"5","SM8903073ed692475fcb549a3aa690f95f",5,"SM380ebf4f211a4cb88ed137faf9b22a9e"
"SM0d39ac859606493b867862843a7161cc","Intro to Python Homework",134,"3","SM7bc03ae6953cc52721029d3f9dc38d5e",1,"SM0d39ac859606493b867862843a7161cc"
"SM0d39ac859606493b867862843a7161cc","Intro to Python Homework",135,"3","SMed3841f2f8de1227c79cc12b086c361f",2,"SM0d39ac859606493b867862843a7161cc"
"SM0d39ac859606493b867862843a7161cc","Intro to Python Homework",136,"2","SM8f0d0bcc6f0897f718e4ce66c688c54f",3,"SM0d39ac859606493b867862843a7161cc"
"SM0d39ac859606493b867862843a7161cc","Intro to Python Homework",137,"4","SM6d57f45088501abacfaf0b87542f8353",4,"SM0d39ac859606493b867862843a7161cc"
"SM0d39ac859606493b867862843a7161cc","Intro to Python Homework",138,"3","SM469394a1f169e06f09f4b1ec249c1674",5,"SM0d39ac859606493b867862843a7161cc"
"SMb44a6a842779426f8b3362301a322141","Lab 1b",139,"2","SM4fd859d557e4aee11fd4429adbdf1cc4",1,"SMb44a6a842779426f8b3362301a322141"
"SMb44a6a842779426f8b3362301a322141","Lab 1b",140,"5","SM75065f9ec4584e9488088ff153197fa3",2,"SMb44a6a842779426f8b3362301a322141"
"SMb44a6a842779426f8b3362301a322141","Lab 1b",141,"1","SMaa3a96824594fcce73815ccbe209c560",3,"SMb44a6a842779426f8b3362301a322141"
"SMb44a6a842779426f8b3362301a322141","Lab 1b",142,"5","SMd0e25f07aec2c2c441c5d3775655f36f",4,"SMb44a6a842779426f8b3362301a322141"
"SMb44a6a842779426f8b3362301a322141","Lab 1b",143,"5","SMd2de3788e2c2b4a64cad2fb347cc32ed",5,"SMb44a6a842779426f8b3362301a322141"
"SM83065b13a575414499c0e965b0b19cb9","Lab 1a",144,"4","SM22092cec620f2d92e329880209ffaf02",1,"SM83065b13a575414499c0e965b0b19cb9"
"SM83065b13a575414499c0e965b0b19cb9","Lab 1a",145,"3","SMf6679cb63fe095aecdbf2f8e81e43be4",2,"SM83065b13a575414499c0e965b0b19cb9"
"SM83065b13a575414499c0e965b0b19cb9","Lab 1a",146,"4","SM571bbd57bbe9111bf9f11290063bbb1e",3,"SM83065b13a575414499c0e965b0b19cb9"
"SM83065b13a575414499c0e965b0b19cb9","Lab 1a",147,"4","SMab413edf42314c04d8af31823486bad4",4,"SM83065b13a575414499c0e965b0b19cb9"
"SM83065b13a575414499c0e965b0b19cb9","Lab 1a",148,"4","SM932a3a7108d794d58db154bac698bf14",5,"SM83065b13a575414499c0e965b0b19cb9"
"SM6ffd357c40f846a6a387be6531441108","Intro to Python Homework",149,"6","SM4cfc562be50cc7983327ce5d153fbc73",1,"SM6ffd357c40f846a6a387be6531441108"
"SM6ffd357c40f846a6a387be6531441108","Intro to Python Homework",150,"5","SM7ab273e5a200bb3275d49367701fe562",2,"SM6ffd357c40f846a6a387be6531441108"
"SM6ffd357c40f846a6a387be6531441108","Intro to Python Homework",151,"1","SM8f2126ba968fe356365d3cc1baf875e3",3,"SM6ffd357c40f846a6a387be6531441108"
"SM6ffd357c40f846a6a387be6531441108","Intro to Python Homework",152,"5","SM9f27946e9c4c2b050e45f55dd80ee084",4,"SM6ffd357c40f846a6a387be6531441108"
"SM6ffd357c40f846a6a387be6531441108","Intro to Python Homework",153,"5","SM84a6b652dd0b1fe5213a3c4ce7198440",5,"SM6ffd357c40f846a6a387be6531441108"
"SM6ccd014a58c041c298051f1aa208af80","Lab 1a",154,"4","SM19fbdc527cf1c6b1d55d26dd4637d9ad",1,"SM6ccd014a58c041c298051f1aa208af80"
"SM6ccd014a58c041c298051f1aa208af80","Lab 1a",155,"3","SMf2c5fddd679842051d85a654f4420a2c",2,"SM6ccd014a58c041c298051f1aa208af80"
"SM6ccd014a58c041c298051f1aa208af80","Lab 1a",156,"2","SM5ea845891786fa01598220c478ee6efe",3,"SM6ccd014a58c041c298051f1aa208af80"
"SM67212f89285c4a17a8c38428e264f682","Lab 1a",157,"3","SMc2a5e4b4872a58f36c552f9190c0ad03",1,"SM67212f89285c4a17a8c38428e264f682"
"SM6ccd014a58c041c298051f1aa208af80","Lab 1a",158,"5","SMff37b6414404b32ae67e9551008148b3",4,"SM6ccd014a58c041c298051f1aa208af80"
"SM67212f89285c4a17a8c38428e264f682","Lab 1a",159,"4","SMdf274920df9c6cd02c8a7dbdec14c4e3",2,"SM67212f89285c4a17a8c38428e264f682"
"SM6ccd014a58c041c298051f1aa208af80","Lab 1a",160,"5","SMfbd80de156af38b7890ff7f8663cecf7",5,"SM6ccd014a58c041c298051f1aa208af80"
"SM67212f89285c4a17a8c38428e264f682","Lab 1a",161,"3","SM202dd1ceae52e66ba53c6eac0b2a1bc3",3,"SM67212f89285c4a17a8c38428e264f682"
"SM67212f89285c4a17a8c38428e264f682","Lab 1a",162,"5","SMbd9ff1026bcb22e970ddd33202cb9d16",4,"SM67212f89285c4a17a8c38428e264f682"
"SM67212f89285c4a17a8c38428e264f682","Lab 1a",163,"5","SM293e985342c32b1c19e7233114080500",5,"SM67212f89285c4a17a8c38428e264f682"
"SM5014a3ab7a3940378c9d9f266f2c4b16","Lab 1a",164,"4","SMc68211963d189253026a15d897640337",1,"SM5014a3ab7a3940378c9d9f266f2c4b16"
"SM5014a3ab7a3940378c9d9f266f2c4b16","Lab 1a",165,"5","SM6b471710ec23f43db0dfbd9e0cc95f6b",2,"SM5014a3ab7a3940378c9d9f266f2c4b16"
"SM5014a3ab7a3940378c9d9f266f2c4b16","Lab 1a",166,"2","SM792746a84ca32eebdf35eddf12ef51ca",3,"SM5014a3ab7a3940378c9d9f266f2c4b16"
"SM5014a3ab7a3940378c9d9f266f2c4b16","Lab 1a",167,"4","SMcfc05ca965746d938adcf19e8ee1929b",4,"SM5014a3ab7a3940378c9d9f266f2c4b16"
"SM5014a3ab7a3940378c9d9f266f2c4b16","Lab 1a",168,"5","SMec9a88276ffca4e652554a49bbe5a6d5",5,"SM5014a3ab7a3940378c9d9f266f2c4b16"
"SM870c062d5ed947d69cef465aadb2d645","Lab 1b",169,"3","SM7aa8fec9a72ab1484c6863bafe4134ba",1,"SM870c062d5ed947d69cef465aadb2d645"
"SM870c062d5ed947d69cef465aadb2d645","Lab 1b",170,"4","SM170b6e6dc4b2256279fbdffb113279be",2,"SM870c062d5ed947d69cef465aadb2d645"
"SM870c062d5ed947d69cef465aadb2d645","Lab 1b",171,"2","SMfc88e0e63768861d9e6cc2776bf3ca6d",3,"SM870c062d5ed947d69cef465aadb2d645"
"SM870c062d5ed947d69cef465aadb2d645","Lab 1b",172,"5","SM581473ec74bae6c185d00de2b54ddb61",4,"SM870c062d5ed947d69cef465aadb2d645"
"SM870c062d5ed947d69cef465aadb2d645","Lab 1b",173,"5","SM16500122d1ba21f675552c7568d5f33c",5,"SM870c062d5ed947d69cef465aadb2d645"
"SM982006a597674b049841e9ceea9d17b1","Lab 1a",174,"3","SMdc772866bc265a99f97ef40403f5c0d2",1,"SM982006a597674b049841e9ceea9d17b1"
"SM982006a597674b049841e9ceea9d17b1","Lab 1a",175,"5","SM2b7b83b12623f141c9d34bff9e258268",2,"SM982006a597674b049841e9ceea9d17b1"
"SM982006a597674b049841e9ceea9d17b1","Lab 1a",176,"1","SMb0a9d558144781bba5237b3b7f73c290",3,"SM982006a597674b049841e9ceea9d17b1"
"SM982006a597674b049841e9ceea9d17b1","Lab 1a",177,"5","SM9bfbd45631880dc09daf21971dc09313",4,"SM982006a597674b049841e9ceea9d17b1"
"SM982006a597674b049841e9ceea9d17b1","Lab 1a",178,"5","SM661abf121f630351c88df5fe2766c62f",5,"SM982006a597674b049841e9ceea9d17b1"
"SMd03fc2ae0493494086a74e73b78cf034","Lab 1a",179,"1","SMe3ff11040c3d31e366d00529144f3ea5",1,"SMd03fc2ae0493494086a74e73b78cf034"
"SMd03fc2ae0493494086a74e73b78cf034","Lab 1a",180,"3","SM72f159470dcf129ac290170df754fb11",2,"SMd03fc2ae0493494086a74e73b78cf034"
"SMd03fc2ae0493494086a74e73b78cf034","Lab 1a",181,"1","SMaaf19bc0fd2776b82c070ef3a5292f3d",3,"SMd03fc2ae0493494086a74e73b78cf034"
"SMd03fc2ae0493494086a74e73b78cf034","Lab 1a",182,"5","SMc2e62163920343c4ab5625febfdb2ed0",4,"SMd03fc2ae0493494086a74e73b78cf034"
"SMd03fc2ae0493494086a74e73b78cf034","Lab 1a",183,"5","SMee4a95deb2d48ccb024e5e2becfab5af",5,"SMd03fc2ae0493494086a74e73b78cf034"
"SMf5f636ba5d1644a48b5376c12d2434e9","Lab 1a",184,"2","SM9d017b27558edfcfb1ee26c191df5850",1,"SMf5f636ba5d1644a48b5376c12d2434e9"
"SMf5f636ba5d1644a48b5376c12d2434e9","Lab 1a",185,"3","SM6ff283abffc3a7123ab1ec4de28b7bdd",2,"SMf5f636ba5d1644a48b5376c12d2434e9"
"SMf5f636ba5d1644a48b5376c12d2434e9","Lab 1a",186,"1","SM68d04f354d8266dc773b539852a5f48b",3,"SMf5f636ba5d1644a48b5376c12d2434e9"
"SMf5f636ba5d1644a48b5376c12d2434e9","Lab 1a",187,"4","SM4974af2a4cb4f0d68161f27bc5e84ffa",4,"SMf5f636ba5d1644a48b5376c12d2434e9"
"SMf5f636ba5d1644a48b5376c12d2434e9","Lab 1a",188,"4","SM96f21cf14dc9b91c7cd33321b05131e6",5,"SMf5f636ba5d1644a48b5376c12d2434e9"
"SM223d6f41f7a241638e408b14254fb377","Lab 1a",189,"2","SM3c09927cc1e043edccfb631c9c157bdf",1,"SM223d6f41f7a241638e408b14254fb377"
"SM223d6f41f7a241638e408b14254fb377","Lab 1a",190,"4","SM001ee71376fdb4d13e858c9e796aef04",2,"SM223d6f41f7a241638e408b14254fb377"
"SM223d6f41f7a241638e408b14254fb377","Lab 1a",191,"1","SMb939993653b53e5b182277c64addf6e3",3,"SM223d6f41f7a241638e408b14254fb377"
"SM223d6f41f7a241638e408b14254fb377","Lab 1a",192,"4","SMdd2f36843de8233dff532f0015d3774c",4,"SM223d6f41f7a241638e408b14254fb377"
"SM223d6f41f7a241638e408b14254fb377","Lab 1a",193,"5","SM1c3e22be4a24a321d3e57a0f3257e4a6",5,"SM223d6f41f7a241638e408b14254fb377"
"SMe9060ea535784922baff56bd9fd492ef","Lab 1a",194,"4","SMcbe5d4f0343a2747fce78c60c409f62f",1,"SMe9060ea535784922baff56bd9fd492ef"
"SMe9060ea535784922baff56bd9fd492ef","Lab 1a",195,"5","SM30c331b1e8f96342ac084392bdf5cf8e",2,"SMe9060ea535784922baff56bd9fd492ef"
"SMe9060ea535784922baff56bd9fd492ef","Lab 1a",196,"3","SM4e442b32f6d853fc13a9095f40295ec9",3,"SMe9060ea535784922baff56bd9fd492ef"
"SMe9060ea535784922baff56bd9fd492ef","Lab 1a",197,"4","SM5c18ebffe3c405f110d141ab4f196354",4,"SMe9060ea535784922baff56bd9fd492ef"
"SMe9060ea535784922baff56bd9fd492ef","Lab 1a",198,"5","SMa3f2323fd51ed3f87f17f71f97d2b9ab",5,"SMe9060ea535784922baff56bd9fd492ef"
"SM42f297d08487489b94ecd8ec2a64df85","Lab 1a",199,"1","SM22101e5a3b5f33ef7888cc7abaa4ee99",1,"SM42f297d08487489b94ecd8ec2a64df85"
"SM42f297d08487489b94ecd8ec2a64df85","Lab 1a",200,"3","SM6d7fd3679263a18279593898b5199327",2,"SM42f297d08487489b94ecd8ec2a64df85"
"SM42f297d08487489b94ecd8ec2a64df85","Lab 1a",201,"1","SMbb0742d11eebbaa1e5bb81f80e0d7be0",3,"SM42f297d08487489b94ecd8ec2a64df85"
"SM42f297d08487489b94ecd8ec2a64df85","Lab 1a",202,"5","SM2c85498a6f9d2007140baa177dddf3c7",4,"SM42f297d08487489b94ecd8ec2a64df85"
"SM42f297d08487489b94ecd8ec2a64df85","Lab 1a",203,"5","SM4e714fef916cbc3722b2741ea23302d0",5,"SM42f297d08487489b94ecd8ec2a64df85"
"SM42f297d08487489b94ecd8ec2a64df85","Lab 1a",204,"1","SM26ca6e413706487ac33f1de7ada436a4",1,"SM42f297d08487489b94ecd8ec2a64df85"
"SM42f297d08487489b94ecd8ec2a64df85","Lab 1a",205,"3","SM5d701778eae961f21eb2a2597076a682",2,"SM42f297d08487489b94ecd8ec2a64df85"
"SM42f297d08487489b94ecd8ec2a64df85","Lab 1a",206,"1","SM00f6e958d2d5fc44af33425e85896741",3,"SM42f297d08487489b94ecd8ec2a64df85"
